strongNumber,etymDesc,heading,entrycontent
6287,vient de H6286,parure,"1) coiffure, ornement, turban, parure de la tête"
6288,vient de H6286,branche,"1) branche, rameau, rejeton"
6289,vient de H6286,pâlissent,"1) lumière, chaleur<br>  1a) sens douteux"
6290,vient de H6286,Paran,"Paran = ""lieu de cavernes""<br>1) aire désertique bordée au nord par la Palestine, à l'ouest parle désert d'Etham, au sud par le désert du Sinaï, et à l'estpar la vallée d'Araba; l'exode est passé à travers cette régionet probablement 18 campements y ont eu lieu"
6291,"vient d'une racine du sens d'être engourdi, c'est à dire grossier",fruits,"1) figue verte, figue précoce"
6292,vient d'une racine du sens de puer,chose infecte,"1) chose infâme, rebut<br>  1a) chair impure pour le sacrifice"
6293,une racine primaire,prier,"1) rencontrer, faire la connaissance de, atteindre, faire une intercession<br>  1a) (Qal)<br>     1a1) rencontrer, joindre, mettre en lumière<br>     1a2) rencontrer (avec bonté)<br>     1a3) rencontrer, tomber sur (en hostilité)<br>     1a4) rencontrer, s'entretenir"
6294,vient de H6293,calamités,"1) occurrence, événement, occasion"
6295,vient De H6294 et H410,Paguiel,"Paguiel = "" événement de Dieu (rencontre)""<br>1) chef de la tribu d'Aser à l'époque de l'Exode"
6296,une racine primaire,trop fatigués,"1) (Piel) être épuisé, être faible"
6297,vient de H6296,cadavre,"1) corps, carcasse, monument, stèle<br>  1a) corps, cadavre (d'un homme)<br>  1b) carcasse (des animaux)"
6298,une racine primaire,rencontrer,"1) rencontrer, joindre, se joindre à<br>  1a) (Qal) rencontrer<br>  1b) (Nifal) se réunir, rencontrer chacun des autres<br>  1c) (Piel) rencontrer"
6299,une racine primaire,racheter,"1) rançon, racheter, délivrer, sauver<br>  1a) (Qal) racheter (par rançon)<br>  1b) (Nifal) être racheté<br>  1c) (Hifil) permettre à quelqu'un d'être racheté<br>  1d) (Hofal) racheté"
6300,vient De H6299 et H410,Pedahel,"Pedahel = ""sauvé par Dieu""<br>1) fils d'Ammihud et prince de la tribu de Nephthali"
6301,vient De H6299 et H6697,Pedahtsur,"Pedahtsur = ""le rocher a racheté ""<br>1) père de Gamliel chef de la tribu de Manassé à l'époque de l'exode"
6302,vient De H6299 racheté,rachat,"1) rançon, rachat"
6303,vient de H6299,Padon,"Padon = ""rançon, rédemption""<br>1) chef ou ancêtre d'une famille d'esclaves qui revinrent avec Zorobabel"
6304,vient de H6929,distinction,"1) rançon, rachat"
6305,vient De H6299 et H3050,Pedaja,"Pedaja = ""l'éternel a racheté ""<br>1) père de Zebudda, l'épouse du roi Josias et mère de Jojakim<br>2) frère de Schealthiel, souvent appelé père de Zorobabel"
6306,vient de H6299,rachat,"1) rançon, rédemption, rachat"
6307,"vient d'une racine du sens d'étendre, prolonger",Paddan-Aram,"Paddan ou Paddan-Aram = ""champ, plaine d'Aram""<br>1) plaine au nord de la Mésopotamie en Aram, région de Syrie"
6308,une racine primaire,délivrer,1) (Qal) délivrer<br>  1a) sens incertain
6309,vient d'une racine du sens d' être graisseux,graisse,"1) gras, graisse, suif"
6310,vient de H6284,bouche,"1) bouche<br>  1a) bouche (de l'homme)<br>  1b) bouche (comme organe de la parole)<br>  1c) bouche, gueule (des animaux)<br>  1d) bouche, embouchure, ouverture, orifice (d'un puits, d'un fleuve, etc)<br>  1e) extrémité, fin"
6311,"(Job 38:11) Vient probablement de la particule ""p"" (de force démonstrative) et 1931",ici,"1) ici, venant d'ici, le plus rapproché"
6312,vient de H6284,Pua,"Pua ou Puva = ""splendeur"", ""bouche""<br>1) fils d'Issacar<br>  1a) également ""Pua"" et ""Puva""<br>2) homme d'Issacar, père de Thola, le juge d'Israël après Abimélec"
6313,une racine primaire,froid,"1) devenir engourdi, être faible, être las<br>  1a) (Qal) être faible<br>  1b) (Nifal) être engourdi"
6314,vient de H6313,relâche,"1) engourdissement, cessation, repos, soulagement"
6315,une racine primaire,dire,"1) respirer, souffler<br>  1a) (Qal) respirer<br>  1b) (Hifil)<br>     1b1) faire exhaler ou respirer<br>     1b2) gonfler, renâcler<br>     1b3) exciter, enflammer<br>     1b4) haleter"
6316,d'origine étrangère,Puth,"Puth = ""un arc""<br>1) une nation et peuple de l'Afrique du nord; probablement les Libyens"
6317,vient d'une racine (probablement du sens de déprécier) et H410,Puthiel,"Puthiel = ""affligé de Dieu""<br>1) père de l'épouse d'Eléazar, le fils de Aaron"
6318,dérivation de l'Egyptien,Potiphar,"Potiphar = ""celui que Râ (dieu solaire) a donné ""<br>1) un officier de Pharaon, chef des gardes, et maître à qui Josephfut vendu comme esclave"
6319,dérivation de l'Egyptien,Poti-Phéra,"Poti-Phéra = ""celui que Râ (dieu solaire) a donné ""<br>1) un Egyptien, prêtre d'On, père d'Asnath, la femme que Pharaondonna à Joseph"
6320,vient d'une racine du sens de peindre,fard,"1) antimoine, peinture noire<br>  1a) cosmétique, fard pour les yeux"
6321,vient d'une racine du sens d'être épais,fèves,1) haricots
6322,d'origine étrangère,Pul,"Pul = ""fort, qui distingue""<br>1) le nom Babylonien pour Tilgath-Pilnéser III, roi d'Assyrie"
6323,"une racine primaire du sens de se retourner, c'est à dire être perplexe",je suis troublé,"1) (Qal) être dans la perplexité, être affolé, bouleversé<br>  1a) sens douteux"
6324,patronyme venant d'un nom du sens de un tour,Puvites,"Puvites = voir Puva "" éparpillé ""<br>1) descendants de Puva, (ou Pua), le fils d'Issacar"
6325,vient de H6323,Punon,"Punon = ""obscurité, ténèbres""<br>1) un campement d'Israël dans leur traversée du désert"
6326,vient d'une racine du sens d'étinceler,Pua,"Pua = ""splendide""<br>1) une des 2 sages-femmes des Hébreux, ayant reçu l'ordre de Pharaonde tuer les enfants mâles qui naissaient chez les gens d'Israël, au temps de Moïse"
6327,une racine primaire,disperser,"1) éparpiller, être dispersé, être éparpillé<br>  1a) (Qal) être dispersé<br>  1b) (Nifal)<br>     1b1) être éparpillé<br>     1b2) être répandu au loin<br>  1c) (Hifil) éparpiller<br>  1d) Hitpael) éparpiller<br>2) (Qal) couler, déborder<br>3) rompre<br>  3a) (Polel) briser<br>  3b) (Pilpel) mettre en morceaux"
6328,une racine primaire,vaciller,"1) chanceler, vaciller, trébucher<br>  1a) (Qal) chanceler<br>  1b) (Hifil)<br>     1b1) vaciller, se dandiner<br>     1b2) faire chanceler"
6329,une racine primaire [identique à H6328 à travers l'idée derenoncement,obtenir,"1) apporter, fournir, promouvoir, sortir<br>  1a) (Hifil)<br>     1a1) produire, fournir<br>     1a2) apporter, tirer, obtenir, faire sortir de<br>     1a3) promouvoir"
6330,vient de H6328,remords,"1) chancelant, vacillant, achoppement<br>  1a) de scrupule de la conscience (figuré)"
6331,une racine primaire,renverser,"1) (Hifil) rompre, briser, écraser"
6332,vient de H6331,Purim,"Pur ou Purim = ""lot"" ou ""morceau""<br>1) sort<br>  1a) une fête spéciale des Juifs d'après l'exil, pour célébrer leur délivrance de la destruction par Haman, suite aux actions héroïques de la reine Esther"
6333,vient de H6331,pressoir,1) pressoir à vendange
6334,d'origine Perse,Poratha,"Poratha = ""fertilité "" ou ""frustration""<br>1) un des dix fils de Haman, l'ennemi de Mardochée et Esther"
6335,une racine primaire,bondir,"1) jaillir, sauter<br>  1a) (Qal) gambader, folâtrer, agir orgueilleusement (figuré)<br>2) (Nifal) être éparpillé, être étendu"
6336,patronyme venant d'un nom du sens de un gond,Puthiens,"Puthiens = ""franchise""<br>1) une famille de Juda"
6337,vient de H6338,or fin,1) or raffiné ou pur
6338,une racine primaire,pur,1) raffiner<br>  1a) (Hofal) être raffiné
6339,une racine primaire [identique à H6338],fortifier,"1) bondir, être agile, être souple<br>  1a) (Qal) être agile<br>  1b) (Piel) sauter, montrer de l'agilité"
6340,une racine primaire,disperser,"1) éparpiller, disperser<br>  1a) éparpillé<br>  1b) (Nifal) être éparpillé"
6341,vient de H6351,filet,"1) piège à oiseau, trappe, piège<br>  1a) trappe à oiseau (littéral)<br>  1b) de calamités, intrigues, sources ou agents de calamité (figuré)<br>2) plaque, lame (de métal)"
6342,une racine primaire,trembler,"1) craindre, trembler, révérer, redouter, être dans la crainte<br>  1a) (Qal)<br>     1a1) être dans la crainte<br>  1b) (Piel) être dans l'épouvante<br>  1c) (Hifil) faire trembler"
6343,vient de H6342,crainte,"1) terreur, crainte<br>  1a) objet de crainte"
6344,le même mot que H6343,cuisses,1) cuisse
6345,vient de H6343,crainte,"1) crainte, effroi, crainte religieuse"
6346,d'origine étrangère,gouverneur,1) gouverneur
6347,(araméen) correspondant à H6346,gouverneur,1) gouverneur
6348,une racine primaire,turbulent,"1) (Qal) être folâtre, être téméraire, être écumeux"
6349,vient de H6348,impétueux,"1) témérité, libertinage, licence débridée, impétuosité"
6350,vient de H6348,témérité,"1) témérité, extravagance, frivolité"
6351,une racine primaire,enchaînés,"1) (Hifil) prendre au piège, piéger"
6352,vient peut-être d'une racine probablement du sens d'être noir,charbon,"1) charbon, charbon de bois, braise, charbon ardent"
6353,(araméen) vient d'une racine probablement du sens de façonner,potier,1) potier
6354,vient probablement d'une racine du sens de creuser,fosse,"1) fosse, trou"
6355,vient De H6354 et H4124,Pachath-Moab,"Pachath-Moab = ""fosse de Moab""<br>1) ancêtre d'une famille d'Israël qui revinrent de l'exil de Babylone<br>2) chef du peuple qui signa le pacte avec Néhémie"
6356,vient du même mot que H6354,qui a été rongée,"1) un trou, un creux<br>  1a) délabrement dans un vêtement"
6357,de dérivation étrangère,topaze,1) topaze ou chrysolithe<br>  1a) une pierre précieuse
6358,vient de H6362,exempter,1) ouvert<br>  1a) (Qal) congédié<br>  1b) (Hifil) jaillir
6359,vient de H6362,variante,"1) exempt, inoccupé, sans travail"
6360,vient d'une racine du sens de broyer,marteau,"1) marteau de forge, marteau"
6361,(araméen) vient d'une racine correspondant à celle de H6360,tuniques,"1) un vêtement, manteau, tunique<br>  1a) sens douteux"
6362,une racine primaire,se détourner,"1) séparer, rendre libre, enlever, ouvrir, échapper, être épanoui<br>  1a) (Qal)<br>     1a1) s'enlever, s'échapper<br>     1a2) libérer, mettre dehors"
6363,vient de H6362,premier-né,"1) premier-né, en premier lieu, ce qui sépare ou première ouverture"
6364,d'origine Égyptienne,Pi-Béseth,"Pi-Béseth = ""bouche de dégoût"", ""maison de la déesse Bast""<br>1) ville de Basse Egypte, rive ouest de la branche Pélusiaque du Nil"
6365,vient probablement d'une racine du sens de percer,malheur,"1) ruine, désastre, destruction"
6366,vient de H6310,tranchants,"1) bord, fil, tranchant (d'une épée)"
6367,"vient De H6310 et du féminin pluriel d'un nom (de même racine que H2356), avec article interposé",Pi-Hahiroth,"Pi-Hahiroth = ""lieu des prés"", ""lieu où pousse le jonc""<br>1) le 3ème campement des Israélites après avoir quitté Gosen en égypteet le dernier avant la traversée de la Mer Rouge"
6368,vient de H6315,cendre,"1) suie, cendres"
6369,vient apparemment De H6310 et H3605,Picol,"Picol = ""fort""<br>1) commandant en chef de l'armée de Philistins du roi Abimélec à Guérar au temps d'Abraham et Isaac"
6370,dérivation incertaine,concubine,"1) concubine, amante"
6371,vient probablement d'une racine du sens d'être grassouillet,embonpoint,"1) abondance (de gras), gras excessif"
6372,peut venir De H6310 et d'une variante de H5175,Phinées,"Phinées = ""bouche de cuivre"", ""nubien""<br>1) fils d'Eléazar et petit-fils d'Aaron, qui arrêta un fléau sur Israël par son zèle pour le Seigneur et obtint la sacrificature àperpétuité pour lui et sa famille<br>2) un sacrificateur et fils du sacrificateur éli, ayant Hophni pour frère<br>3) père d'un certain Eléazar qui aida Esdras"
6373,probablement le même mot que H6325,Pinon,"Pinon = ""obscurité, ténèbres""<br>1) un des chefs d'Edom"
6374,pour H6366,deux tranchants,"1) dent, bord, fil, bouche"
6375,vient de H6329,chancellent,"1) chancelant, vacillant, chanceler, trébucher"
6376,vient de H6335,Pischon,"Pischon = ""augmentation""<br>1) un des quatre fleuves utilisés pour indiquer la localisation dujardin d'éden"
6377,vient probablement du même mot que H6596,Pithon,"Pithon = ""inoffensif""<br>1) fils de Michée, petit-fils de Mephiboscheth, descendant de Saïl"
6378,vient de H6379,fiole,"1) fiole, gourde"
6379,une racine primaire,coulait,"1) couler, verser, tomber à verse<br>  1a) (Piel) couler, jaillir (de l'eau)"
6380,vient d'une racine du sens de prendre au piège et du pluriel de H6643,Pokéreth-Hatsebaïm,"Pokéreth-Hatsebaïm = ""les liens des gazelles""<br>1) un serviteur de Salomon dont les descendants retournèrent de l'exil avec Zorobabel"
6381,une racine primaire,étonnant,"1) être merveilleux, étonnant, extraordinaire, séparé par une actiondistinguée<br>  1a) (Nifal)<br>     1a1) être au delà de ses possibilités, être difficile à faire<br>     1a2) être difficile à comprendre<br>     1a3) être merveilleux, être extraordinaire<br>  1b) (Piel) séparer (une offrande)<br>  1c) (Hifil)<br>     1c1) faire une chose dure, difficile, extraordinaire<br>     1c2) faire des merveilles, faire quelque chose de merveilleux<br>  1d) (Hitpael) se montrer merveilleux"
6382,vient de H6381,prodiges,"1) miracle, merveille<br>  1a) miracle (extraordinaire, chose dure à comprendre)<br>  1b) miracle (actions de jugement et de rédemption de Dieu)"
6383,vient de H6381,merveilleux,"1) merveilleux, incompréhensible, extraordinaire"
6384,patronyme de H6396,Palluites,"Palluites = voir Pallu ""merveilleux""<br>1) descendants de Pallu, le 2ème fils de Ruben"
6385,une racine primaire,partager,"1) diviser, fendre, partager<br>  1a) (Nifal) être partagé, être divisé<br>  1b) (Piel)<br>     1b1) fendre<br>     1b2) diviser"
6386,(araméen) correspondant à H6385,divisé,1) diviser<br>  1a) (P'al) être divisé
6387,(araméen) vient de H6386,moitié,"1) moitié, demi"
6388,vient de H6385,ruisseaux,"1) canal, cours d'eau"
6389,même mot que H6388,Péleg,"Péleg = ""division""<br>1) fils d'Héber et frère de Jokthan"
6390,vient de H6385,ruisseaux,"1) courant, division, fleuve<br>  1a) cours d'eau<br>  1b) divisions, sections"
6391,vient de H6385,différentes,1) division
6392,(araméen) correspondant à H6391,classes,"1) division, section"
6393,vient d'une racine du sens de diviser,qui étincelle,"1) fer, acier"
6394,dérivation incertaine,Pildasch,"Pildasch = ""flamme de feu""<br>1) un des 8 fils de Nachor, le frère d'Abraham, par Milca sonépouse ou nièce"
6395,une racine primaire,distinguer,"1) être distinct, remarqué, être séparé, être distingué<br>  1a) (Nifal)<br>     1a1) être distinct, séparé, distingué<br>     1a2) être merveilleux<br>  1b) (Hifil) faire séparer, mettre à part"
6396,vient de H6395,Pallu,"Pallu = ""distingué ""<br>1) second fils de Ruben, fondateur d'une famille d'Israël"
6397,patronyme d'un nom inusité (de H6395) du sens de séparer,de Palon,"De Palon, Pelonite = ""une certaine personne""<br>1) les habitants d'un lieu actuellement inconnu"
6398,une racine primaire,couper en morceaux,"1) fendre, trancher<br>  1a) (Qal) fendre, labourer<br>  1b) (Piel)<br>     1b1) fendre en morceaux<br>     1b2) percer<br>     1b3) trancher"
6399,(araméen) correspondant à H6398,servir,"1) servir, adorer, révérer, être ministre de"
6400,vient de H6398,morceau,"1) scission, meule de pierre, coupure, tranche, partie coupée"
6401,vient de H6400,Pilcha,"Pilcha = ""tranchant, qui laboure""<br>1) un chef du peuple qui scella le pacte avec Néhémie"
